"TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","COLUMN_TYPE","DATA_TYPE","IS_NULLABLE","COLUMN_KEY"
"characters","character_pet","savetime","int unsigned","int","NO",""
"characters","character_pet","abdata","text","text","YES",""
"characters","character_pet_declinedname","id","int unsigned","int","NO","PRI"
"characters","character_pet_declinedname","owner","int unsigned","int","NO","MUL"
"characters","character_pet_declinedname","genitive","varchar(12)","varchar","NO",""
"characters","character_pet_declinedname","dative","varchar(12)","varchar","NO",""
"characters","character_pet_declinedname","accusative","varchar(12)","varchar","NO",""
"characters","character_pet_declinedname","instrumental","varchar(12)","varchar","NO",""
"characters","character_pet_declinedname","prepositional","varchar(12)","varchar","NO",""
"characters","character_queststatus","guid","bigint unsigned","bigint","NO","PRI"
"characters","character_queststatus","quest","int unsigned","int","NO","PRI"
"characters","character_queststatus","status","tinyint unsigned","tinyint","NO",""
"characters","character_queststatus","explored","tinyint unsigned","tinyint","NO",""
"characters","character_queststatus","acceptTime","bigint","bigint","NO",""
"characters","character_queststatus","endTime","bigint","bigint","NO",""
"characters","character_queststatus_daily","guid","bigint unsigned","bigint","NO","PRI"
"characters","character_queststatus_daily","quest","int unsigned","int","NO","PRI"
"characters","character_queststatus_daily","time","bigint","bigint","NO",""
"characters","character_queststatus_monthly","guid","bigint unsigned","bigint","NO","PRI"
"characters","character_queststatus_monthly","quest","int unsigned","int","NO","PRI"
"characters","character_queststatus_objectives","guid","bigint unsigned","bigint","NO","PRI"
"characters","character_queststatus_objectives","quest","int unsigned","int","NO","PRI"
"characters","character_queststatus_objectives","objective","tinyint unsigned","tinyint","NO","PRI"
"characters","character_queststatus_objectives","data","int","int","NO",""
"characters","character_queststatus_objectives_criteria","guid","bigint unsigned","bigint","NO","PRI"
"characters","character_queststatus_objectives_criteria","questObjectiveId","int unsigned","int","NO","PRI"
"characters","character_queststatus_objectives_criteria_progress","guid","bigint unsigned","bigint","NO","PRI"
"characters","character_queststatus_objectives_criteria_progress","criteriaId","int unsigned","int","NO","PRI"
"characters","character_queststatus_objectives_criteria_progress","counter","bigint unsigned","bigint","NO",""
"characters","character_queststatus_objectives_criteria_progress","date","bigint","bigint","NO",""
"characters","character_queststatus_rewarded","guid","bigint unsigned","bigint","NO","PRI"
"characters","character_queststatus_rewarded","quest","int unsigned","int","NO","PRI"
"characters","character_queststatus_rewarded","active","tinyint unsigned","tinyint","NO",""
"characters","character_queststatus_seasonal","guid","bigint unsigned","bigint","NO","PRI"
"characters","character_queststatus_seasonal","quest","int unsigned","int","NO","PRI"
"characters","character_queststatus_seasonal","event","int unsigned","int","NO",""
"characters","character_queststatus_seasonal","completedTime","bigint","bigint","NO",""
"characters","character_queststatus_weekly","guid","bigint unsigned","bigint","NO","PRI"
"characters","character_queststatus_weekly","quest","int unsigned","int","NO","PRI"
"characters","character_reputation","guid","bigint unsigned","bigint","NO","PRI"
"characters","character_reputation","faction","smallint unsigned","smallint","NO","PRI"
"characters","character_reputation","standing","int","int","NO",""
"characters","character_reputation","flags","smallint unsigned","smallint","NO",""
"characters","character_skills","guid","bigint unsigned","bigint","NO","PRI"
"characters","character_skills","skill","smallint unsigned","smallint","NO","PRI"
"characters","character_skills","value","smallint unsigned","smallint","NO",""
"characters","character_skills","max","smallint unsigned","smallint","NO",""
"characters","character_skills","professionSlot","tinyint","tinyint","NO",""
"characters","character_social","guid","bigint unsigned","bigint","NO","PRI"
"characters","character_social","friend","bigint unsigned","bigint","NO","PRI"
"characters","character_social","flags","tinyint unsigned","tinyint","NO","PRI"
"characters","character_social","note","varchar(48)","varchar","NO",""
"characters","character_spell","guid","bigint unsigned","bigint","NO","PRI"
"characters","character_spell","spell","int unsigned","int","NO","PRI"
"characters","character_spell","active","tinyint unsigned","tinyint","NO",""
"characters","character_spell","disabled","tinyint unsigned","tinyint","NO",""
"characters","character_spell_charges","guid","bigint unsigned","bigint","NO","MUL"
"characters","character_spell_charges","categoryId","int unsigned","int","NO",""
"characters","character_spell_charges","rechargeStart","bigint","bigint","NO",""
"characters","character_spell_charges","rechargeEnd","bigint","bigint","NO",""
"characters","character_spell_cooldown","guid","bigint unsigned","bigint","NO","PRI"
"characters","character_spell_cooldown","spell","int unsigned","int","NO","PRI"
"characters","character_spell_cooldown","item","int unsigned","int","NO",""
"characters","character_spell_cooldown","time","bigint","bigint","NO",""
"characters","character_spell_cooldown","categoryId","int unsigned","int","NO",""
"characters","character_spell_cooldown","categoryEnd","bigint","bigint","NO",""
"characters","character_spell_favorite","guid","bigint unsigned","bigint","NO","PRI"
"characters","character_spell_favorite","spell","int unsigned","int","NO","PRI"
"characters","character_stats","guid","bigint unsigned","bigint","NO","PRI"
"characters","character_stats","maxhealth","int unsigned","int","NO",""
"characters","character_stats","maxpower1","int unsigned","int","NO",""
"characters","character_stats","maxpower2","int unsigned","int","NO",""
"characters","character_stats","maxpower3","int unsigned","int","NO",""
"characters","character_stats","maxpower4","int unsigned","int","NO",""
"characters","character_stats","maxpower5","int unsigned","int","NO",""
"characters","character_stats","maxpower6","int unsigned","int","NO",""
"characters","character_stats","maxpower7","int unsigned","int","NO",""
"characters","character_stats","maxpower8","int unsigned","int","NO",""
"characters","character_stats","maxpower9","int unsigned","int","NO",""
"characters","character_stats","maxpower10","int unsigned","int","NO",""
"characters","character_stats","strength","int unsigned","int","NO",""
"characters","character_stats","agility","int unsigned","int","NO",""
"characters","character_stats","stamina","int unsigned","int","NO",""
"characters","character_stats","intellect","int unsigned","int","NO",""
"characters","character_stats","armor","int unsigned","int","NO",""
"characters","character_stats","resHoly","int unsigned","int","NO",""
"characters","character_stats","resFire","int unsigned","int","NO",""
"characters","character_stats","resNature","int unsigned","int","NO",""
"characters","character_stats","resFrost","int unsigned","int","NO",""
"characters","character_stats","resShadow","int unsigned","int","NO",""
"characters","character_stats","resArcane","int unsigned","int","NO",""
"characters","character_stats","blockPct","float unsigned","float","NO",""
"characters","character_stats","dodgePct","float unsigned","float","NO",""
"characters","character_stats","parryPct","float unsigned","float","NO",""
"characters","character_stats","critPct","float unsigned","float","NO",""
"characters","character_stats","rangedCritPct","float unsigned","float","NO",""
"characters","character_stats","spellCritPct","float unsigned","float","NO",""
"characters","character_stats","attackPower","int unsigned","int","NO",""
"characters","character_stats","rangedAttackPower","int unsigned","int","NO",""
"characters","character_stats","spellPower","int unsigned","int","NO",""
"characters","character_stats","resilience","int unsigned","int","NO",""
"characters","character_talent","guid","bigint unsigned","bigint","NO","PRI"
"characters","character_talent","talentId","int unsigned","int","NO","PRI"
"characters","character_talent","talentRank","tinyint unsigned","tinyint","NO",""
"characters","character_talent","talentGroup","tinyint unsigned","tinyint","NO","PRI"
"characters","character_transmog_outfits","guid","bigint","bigint","NO","MUL"
"characters","character_transmog_outfits","setguid","bigint","bigint","NO","PRI"
"characters","character_transmog_outfits","setindex","tinyint unsigned","tinyint","NO","MUL"
"characters","character_transmog_outfits","name","varchar(128)","varchar","NO",""
"characters","character_transmog_outfits","iconname","varchar(256)","varchar","NO",""
"characters","character_transmog_outfits","ignore_mask","int","int","NO",""
"characters","character_transmog_outfits","appearance0","int","int","NO",""
"characters","character_transmog_outfits","appearance1","int","int","NO",""
"characters","character_transmog_outfits","appearance2","int","int","NO",""
"characters","character_transmog_outfits","appearance3","int","int","NO",""
"characters","character_transmog_outfits","appearance4","int","int","NO",""
"characters","character_transmog_outfits","appearance5","int","int","NO",""
"characters","character_transmog_outfits","appearance6","int","int","NO",""
"characters","character_transmog_outfits","appearance7","int","int","NO",""
"characters","character_transmog_outfits","appearance8","int","int","NO",""
"characters","character_transmog_outfits","appearance9","int","int","NO",""
"characters","character_transmog_outfits","appearance10","int","int","NO",""
"characters","character_transmog_outfits","appearance11","int","int","NO",""
"characters","character_transmog_outfits","appearance12","int","int","NO",""
"characters","character_transmog_outfits","appearance13","int","int","NO",""
"characters","character_transmog_outfits","appearance14","int","int","NO",""
"characters","character_transmog_outfits","appearance15","int","int","NO",""
"characters","character_transmog_outfits","appearance16","int","int","NO",""
"characters","character_transmog_outfits","appearance17","int","int","NO",""
"characters","character_transmog_outfits","appearance18","int","int","NO",""
"characters","character_transmog_outfits","mainHandEnchant","int","int","NO",""
"characters","character_transmog_outfits","offHandEnchant","int","int","NO",""
"characters","characters","guid","bigint unsigned","bigint","NO","PRI"
"characters","characters","account","int unsigned","int","NO","MUL"
"characters","characters","name","varchar(12)","varchar","YES","UNI"
"characters","characters","slot","tinyint unsigned","tinyint","NO",""
"characters","characters","race","tinyint unsigned","tinyint","NO",""
"characters","characters","class","tinyint unsigned","tinyint","NO",""
"characters","characters","gender","tinyint unsigned","tinyint","NO",""
"characters","characters","level","tinyint unsigned","tinyint","NO",""
"characters","characters","xp","int unsigned","int","NO",""
"characters","characters","money","bigint unsigned","bigint","NO",""
"characters","characters","inventorySlots","tinyint unsigned","tinyint","NO",""
"characters","characters","bankSlots","tinyint unsigned","tinyint","NO",""
"characters","characters","restState","tinyint unsigned","tinyint","NO",""
"characters","characters","playerFlags","int unsigned","int","NO",""
"characters","characters","playerFlagsEx","int unsigned","int","NO",""
